,folder,path_audio,file,date,text,start,end
15,C5N,../Data/Audio/C5N/C5N2020-08-11-17-59-23.wav,C5N2020-08-11-17-59-23.wav,2020-08-11 17:59:23,más democrático y plural que se dieron los argentinos en el último siglo bueno el gobierno más democrático es el gobierno en el cual el presidente de la nación mandaba a investigar ilegalmente a espiar opositores a los propios socios de la coalición que gobernaba los espías espía va a su correlación arios espía va a los presos inventaba causas mandaba a inocentes que los mandar a presos a pedirle a jueces que mandar a presos a inocentes es el gobierno más democrático perseguía opositores perseguía opositores intentaba quedarse con medios de comunicación que eran o,2020-08-11 18:10:42,2020-08-11 18:11:28
16,C5N,../Data/Audio/C5N/C5N2020-08-11-17-59-23.wav,C5N2020-08-11-17-59-23.wav,2020-08-11 17:59:23,si torres a macri macri quería quedarse los porque eran opositores a él es el gobierno más democrático para pablo vi luto evidentemente pablo absoluto de democracia no entiende absolutamente nada porque si hay algo que vulneró el gobierno de macri fue la república la vulneró de todas las maneras posibles fue el gobierno que más rosca medidas injustas en la justicia que más o pero en la justicia nadie o pero tanto en la justicia como mauricio macri tenía una mesa judicial absoluto macri tenía una mesa judicial que era una mesa absolutamente armada con un solo fin ópera de la justicia,2020-08-11 18:11:28,2020-08-11 18:12:13
17,C5N,../Data/Audio/C5N/C5N2020-08-11-17-59-23.wav,C5N2020-08-11-17-59-23.wav,2020-08-11 17:59:23,y no viene a decir que fue el gobierno más democrático no fue el más democrático fue un desastre en democracia en economía en todo cuesta encontrar algo bueno red de verdad cuesta encontrar una buena medida del gobierno de mauricio macri bueno si ambos sigamos vamos a capítulo a capítulo provincias quiero contarles hablo gerardo morales sobre mauricio macri justamente vamos a ver que decía macri el presidente nuestro partido amistad con con líderes como cornejo mario que son los que están mandando,2020-08-11 18:12:13,2020-08-11 18:12:58
18,C5N,../Data/Audio/C5N/C5N2020-08-11-17-59-23.wav,C5N2020-08-11-17-59-23.wav,2020-08-11 17:59:23,lo que me parece que lo que tenemos que hacer esto es colabora la situación más compleja gente posición que dudas de agua estaba alcohol más leña al fuego como posición lo que queremos es acompañar y estos difíciles momentos acierto y tener siempre diálogo donde hay gente que además no te aportan a dios pero digo que un expresidente que aspira serie de francia para mí es una renuncia esta cita serge propusieron estoy diciendo mal mal lo mejor es no gusta,2020-08-11 18:12:58,2020-08-11 18:13:43
19,C5N,../Data/Audio/C5N/C5N2020-08-11-17-59-23.wav,C5N2020-08-11-17-59-23.wav,2020-08-11 17:59:23,algunas actitudes todo estaría bueno fuertísima autocrítica no a su propio partido de gerardo morales el gobernador de jujuy pasando un momento muy muy complicado muy muy delicado con respecto al coronavirus entonces yo creo que hoy vemos en cornejo gerardo morales vemos a un lobo con piel de cordero y hace bien en ponerse en la piel de cordero gerardo morales porque va a necesitar mucha ayuda del gobierno nacional como ya está necesitando porque la situación en su provincia es un desastre pero hay que decir que con respecto al alineamiento nacional en la lucha contra el coronavirus,2020-08-11 18:13:44,2020-08-11 18:14:29
20,C5N,../Data/Audio/C5N/C5N2020-08-11-17-59-23.wav,C5N2020-08-11-17-59-23.wav,2020-08-11 17:59:23,gerardo morales en el discurso se alinea con alberto fernández y tuvo una muy buena relación pero después en las medidas sigue los consejos de adolfo ruiz stein y miren como está tan se acuerdan cuando él fue el primer gobernador entre comillas rebelde que decía vamos a abrir los rectora vamos a abrir los bares tomar todas las medidas equivocadas gerardo morales todas y terminó con una explosión de caso de coronavirus que hoy le están colapsando el sistema sanitario así que bueno creo yo que ha bajado no dos cambios diez cambios gerardo morales en su discurso y por supuesto reconoce lo que es obvio que patricia bowl rich laura alonso y toda esa ese grupo de ultras no le hacen ningún bien,2020-08-11 18:14:29,2020-08-11 18:15:14
21,C5N,../Data/Audio/C5N/C5N2020-08-11-17-59-23.wav,C5N2020-08-11-17-59-23.wav,2020-08-11 17:59:23,a juntos por el cambio no aportan nada y le complica la vida a los dos juntos por el cambio que tienen que gobernar y al mismo tiempo por supuesto mauricio macri en la costa azul no aporta pero nada de nada y de ninguna manera puede aspirar a liderar ninguna oposición desde esa de esa postura de no me importa nada y me voy de vacaciones cierto así que bueno realista a la fuerza y gerardo morales bien no vamos a meter en lo que yo les decía antes entre tantas mentiras tantas mentiras pero mentiras groseras que duraron años ya casi décadas vienen con la mentira de la obra pública de santa cruz hace pocos días,2020-08-11 18:15:15,2020-08-11 18:15:59
22,C5N,../Data/Audio/C5N/C5N2020-08-11-17-59-23.wav,C5N2020-08-11-17-59-23.wav,2020-08-11 17:59:23,el juicio de viabilidad que se reinició donde está cristina sentada en el banquillo de los acusados se demostró con toda claridad que jamás hubo sobreprecios en el otorgamiento de las licitaciones en el sur lo dijeron dos técnicos por qué porque algo que los denunciantes no habían tenido en cuenta el cemento que se usa en el sur es completamente diferente al cemento que se salta porque tiene que ser un segmento resistente a la al frío a la nieve y demás entonces toda obra que se haga en santa cruz o en chubut va a tener un precio mayor un camino al que se pueda ser otro lugar tampoco habían tenido en cuenta la topografía y demás habían comparado,2020-08-11 18:16:00,2020-08-11 18:16:45
23,C5N,../Data/Audio/C5N/C5N2020-08-11-17-59-23.wav,C5N2020-08-11-17-59-23.wav,2020-08-11 17:59:23,el cemento de un lugar cálido ya no completamente con la topografía escarpada con el frío bajo cero y demás de santa cruz entonces dos técnicos explicaron el otro día reventaron reventaron los argumentos de la de los denunciantes diciendo con toda claridad que no había sobreprecios que el sobreprecio el treinta por ciento era lógico y estaba absolutamente justificado primer paso por supuesto que a este juicio se llevó sin hacer las pericias correspondientes los peritajes no estaban se permitan un pocas obras de por cuando viabilidad y un peritaje encontró que no había ninguna obra inconclusa es decir una a una las mentiras se fueron cayendo pero,2020-08-11 18:16:45,2020-08-11 18:17:31
24,C5N,../Data/Audio/C5N/C5N2020-08-11-17-59-23.wav,C5N2020-08-11-17-59-23.wav,2020-08-11 17:59:23,ayer hubo otra mentira que se cayó y en el argumento que desde el gobierno nacional se había digitado de la presidencia de la nación se había digitado otorgarle un exceso de presupuesto para obra pública a la provincia de santa cruz estuvo declarando mira lo cuenta ámbito a punto con un funcionario clave desbarata principal acusación contra cristina cristina perdón raúl rigo a quien conozco bien raúl río hace años que se encarga de confeccionar el presupuesto de la nación es un funcionario de primera categoría que ha atravesado varios gobiernos varios gobiernos bueno fue subsecretario de presupuesto entre dos mil doce dos y dos mil diecisiete,2020-08-11 18:17:31,2020-08-11 18:18:15
25,C5N,../Data/Audio/C5N/C5N2020-08-11-17-59-23.wav,C5N2020-08-11-17-59-23.wav,2020-08-11 17:59:23,sostuvo raúl rigo que las partidas presupuestarias destinadas a las horas invertidas en el juicio fueron habitadas por los órganos de control y aprobadas por el congreso quien voto que se le diera once por ciento del presupuesto de obras a la provincia de santa cruz el congreso de la nación y porque le dieron once por ciento a santa cruz de locura es muchísimo no no otra mentira santa cruz tiene el once por ciento del territorio nacional cuanto corresponde otorgarle presupuesto bueno el once por ciento para obras viales que además estaban atrás adictivas y que necesitaba de verdad la provincia porque acá lo que quieren hacer,2020-08-11 18:18:16,2020-08-11 18:19:01
26,C5N,../Data/Audio/C5N/C5N2020-08-11-17-59-23.wav,C5N2020-08-11-17-59-23.wav,2020-08-11 17:59:23,es decir que cristina decía bueno cuanta plata iba a quien ganaba y nada más lejos de la realidad el congreso nacional votó el presupuesto que decía cuanta plata iba a santa cruz para obras viales y después santa cruz determinaba como se limitaba a quien se otorgaba y controlaba las obras es decir prácticamente prácticamente no le diría en la presidencia de la nación no tenía nada que ver con lo que pasaba en santa cruz obviamente podrían haber tenido algo que ver con el proyecto de presupuesto por supuesto pero ese proyecto de presupuesto se convierte en presupuesto cuando lo vota el congreso de la nación sino no entonces todas las mentiras,2020-08-11 18:19:02,2020-08-11 18:19:47
27,C5N,../Data/Audio/C5N/C5N2020-08-11-17-59-23.wav,C5N2020-08-11-17-59-23.wav,2020-08-11 17:59:23,que has escuchado de sobreprecios de obras que no terminaron de obras entregadas a dedo digital desde la presidencia por cristina kirchner o por néstor kirchner todo eso es mentira y se está demostrando minuto a minuto con los testimonios que están desfilando en el juicio de viabilidad nacional es alucinante la cantidad de mentiras que se derrumban mentiras abonado por quien por margarita esto luis ser por elisa carrió y toda su banda que algunos de ellos fueron a declaró y dieron vergüenza no sabían ni como se hacia una una una obra pública y opinaban como si supieran burros totales mentirosos de acá la china mintieron en todo y,2020-08-11 18:19:47,2020-08-11 18:20:32
28,C5N,../Data/Audio/C5N/C5N2020-08-11-17-59-23.wav,C5N2020-08-11-17-59-23.wav,2020-08-11 17:59:23,ignorantes lo marea y texto luis ser una vergüenza fue patética la declaración de madrid dolby ser la de fernando sánchez fue otra otro patético pero absoluto no tenía ni idea de lo que estaban denunciando toda letra que había dado otras personas sabían nada de nada bueno fue terrible bueno una una se caen las mentiras por eso digo laura alonso intenta instalar nuevas mentira esperemos que esta vez no le den bolivia vamos a ver también qué pasó con algo importante los dos jueces ocupas de la justicia nacional que están muy preocupado porque consejo de la magistratura va a investigar su traslado acuerden se macri los agarró de un lado y lo puso en el otro porque los necesitaba en la cámara federal,2020-08-11 18:20:32,2020-08-11 18:21:16
29,C5N,../Data/Audio/C5N/C5N2020-08-11-17-59-23.wav,C5N2020-08-11-17-59-23.wav,2020-08-11 17:59:23,saba de dos jueces amigos para que sostuvieran las decisiones de alcohol y las decisiones de buena dios de los jueces que operaban para macri entonces lo necesitaba a estos dos que son dos jueces que ocupan un lugar que no les corresponde y que están muy preocupados brown guía y bertuzzi porque el consejo de la magistratura los va a investigar que hicieron fueron corriendo a la justicia no es cierto a presentar un amparo para que no nos tocará mira lo que le pasó mira lo que le pasó a dar la noticia de ámbito dice así revés en la justicia para blog guía y bertuzzi se rechazó el amparo que presentaron contra la decisión del consejo de la magistratura de su trasladados para que se han revisado por el senado el ejecutivo pero,2020-08-11 18:21:17,2020-08-11 18:22:02
30,C5N,../Data/Audio/C5N/C5N2020-08-11-17-59-23.wav,C5N2020-08-11-17-59-23.wav,2020-08-11 17:59:23,brillante decisión de la justicia quienes son brujería y bertuzzi para que no se pueda investigar desde el consejo de la magistratura cómo fue que ocupa el lugar y que ocupan yo les digo si el consejo de la magistratura no puede investigar esto es para colgar los diploma de de de abogado romperlos todos no vamos a nuestras casas porque ya no hay más justicia de ningún tipo sería una vergüenza no sólo eso consiguió de la magistratura puede destituir los también suspender los se el órgano que controla también el comportamiento de los jueces esta para eso y rubia y bertuzzi no querían que revisen su designación es su,2020-08-11 18:22:03,2020-08-11 18:22:48
31,C5N,../Data/Audio/C5N/C5N2020-08-11-17-59-23.wav,C5N2020-08-11-17-59-23.wav,2020-08-11 17:59:23,traslados yo no he visto una cosa así y son jueces de la cámara federal que te mandan a voz en cana que te sacan todos tú vienes injustamente muchas veces pero ellos no son intocables ni el consejo de la magistratura puede revisar el lugar que ocupan pero quienes se creen estos dos son dos jueces ocupas peligrosísimos que se están defendiendo con uñas y dientes porque saben que están flojos de papeles así que bueno veremos que pasa por ahora la justicia le dijo que no no sino una pausa y hasta toda la mesa y tenemos mucho para hablar y volvemos enseguida,2020-08-11 18:22:48,2020-08-11 18:23:30
32,C5N,../Data/Audio/C5N/C5N2020-08-11-17-59-23.wav,C5N2020-08-11-17-59-23.wav,2020-08-11 17:59:23,estamos gran equipo esta señora aéreo año bienvenido a darío con mandamos muy bueno ya estamos ya en bienvenida como andamos muchas gracias señor mariano martínez comandos de pablo que usted bienvenidos y estamos corte y vais a ver aquí bienvenido a saber que es un apellido ruso ucraniano bueno por razones de la república ya unión de repúblicas socialistas alguien ya sabemos quién va a apoyar esta vacuna presentamos el informe vamos que me quiero ir,2020-08-11 18:31:11,2020-08-11 18:31:51
33,C5N,../Data/Audio/C5N/C5N2020-08-11-17-59-23.wav,C5N2020-08-11-17-59-23.wav,2020-08-11 17:59:23,recepción del producto es nuevo y caroní que no puede decir de lo que se dice en ese momento así en rusia con respecto al al anuncio de la vacuna contra el coito diecinueve quiso vladimir putin bañera o de los ámbitos escuchado o leído presidente putin anunció que rusia hoy libros ni más ni menos es un dígito la vacuna lo cual no significa que mañana tendremos dos haciendo cola de brindando la vacuna de ninguna manera que revisen de la guerra fría y les pidió,2020-08-11 18:31:53,2020-08-11 18:32:36
34,C5N,../Data/Audio/C5N/C5N2020-08-11-17-59-23.wav,C5N2020-08-11-17-59-23.wav,2020-08-11 17:59:23,en la prensa de occidente se toca noticias del devenir de la ciencia rousseau si es importante porque se ha registrado una vacuna que ha sido desarrollado a lo largo de varios meses por el instituto de ahí,2020-08-11 18:32:38,2020-08-11 18:33:23
35,C5N,../Data/Audio/C5N/C5N2020-08-11-17-59-23.wav,C5N2020-08-11-17-59-23.wav,2020-08-11 17:59:23,es un instituto de biología y de micro biología la federación de rusia con muchos años de experiencia y de logros científicos hace unos años una vacuna contra este instituto el instituto galería que depende del ministerio de la rusa hace mucho tiempo que está trabajando en vacunas basadas en la misma plataforma en el mismo concepto ese concepto de vacuna que utiliza la universidad de oxford y también un grupo de de china ambos ambas iniciativas de china y,2020-08-11 18:33:23,2020-08-11 18:34:08
36,C5N,../Data/Audio/C5N/C5N2020-08-11-17-59-23.wav,C5N2020-08-11-17-59-23.wav,2020-08-11 17:59:23,reino unido y han tenido mucha mayor difusión anteriormente y probablemente no se pusieron a hacer declaraciones con anticipación y la vacuna de oxford ya está en una etapa donde se están probando y día la vacuna rusa en principio no podría decir incluso la floresta más adelantada que que la vacuna rusa sin duda sin dudas una ola de ciencia y la de protocolos y bien confeccionada sí sin duda es así uno por eso la prueba facilita una funciona la tiene que ser antes de hacer una vacunación masiva duda que rusia puede producir una vacuna contra el coronavirus,2020-08-11 18:34:08,2020-08-11 18:34:54
37,C5N,../Data/Audio/C5N/C5N2020-08-11-17-59-23.wav,C5N2020-08-11-17-59-23.wav,2020-08-11 17:59:23,el instituto que le está desarrollando muy serio que tiene trayectoria y demás un poco la polémica es si de verdad en la más avanzada la que va a estar en la calle más rápido yo entiendo que no ha comenzado a peleado con iván que él dice que si todos todo esto relacionado con lo que se llama el momento en que es la posibilidad de dar un paso adelante como hizo rusia en la carrera espacial con los famosos jueces ponen por eso se habla de momentos public en geopolítica cuando un país remite da un paso adelante mucho mayor y deja a todos los países detrás pero vamos a escuchar la señora me peleo sobre un poco de ruso folla en su posición porque si hay un país,2020-08-11 18:34:54,2020-08-11 18:35:39
38,C5N,../Data/Audio/C5N/C5N2020-08-11-17-59-23.wav,C5N2020-08-11-17-59-23.wav,2020-08-11 17:59:23,que ha tenido un legado que tiene historia y amor sin duda rusia materia científica muy lejana a un legado médico de la unión de repúblicas soviética muy extraña y uno no tiene porqué obviar una situación tan reserva como el presidente putin que según dijo lo probó reservado putin se muestra peleando contra los osos uso táctico en sabe como berni reservado en el poder,2020-08-11 18:35:39,2020-08-11 18:36:24
39,C5N,../Data/Audio/C5N/C5N2020-08-11-17-59-23.wav,C5N2020-08-11-17-59-23.wav,2020-08-11 17:59:23,hijos tiene el presidente putin o tiene pareja no tiene esa mano con su familia muy reservado reserva del presidente de la federación rusa quiere decir con esto que me parece que vi que se ha tomado con un poco a la ligera y conciertos sorna un país que ha tenido y dos a nivel global a lo largo de toda la historia y yo creo que nadie se burla lo que pasa que la duda es si de verdad está más avanzada la de fisher que se está probando y el argentino en la fase de la fase tres te entiendo acá y la de rusia parece que se probó en ochenta persones no gerenciales una pregunta ni hablamos lado pueden ser igual de efectivas habla,2020-08-11 18:36:24,2020-08-11 18:37:10
40,C5N,../Data/Audio/C5N/C5N2020-08-11-17-59-23.wav,C5N2020-08-11-17-59-23.wav,2020-08-11 17:59:23,yo quiero aclarar gregory la primera vez que alguien rosa japonesa y hablamos en algún momento no reconoce al aire o fuera de aire pero es una cuestión que es pública por eso le ha traído a colección de ese estudio que se hizo una revista no recuerdo lancen de las hay una revista time y conjunto nacido que habían hecho estoy a ser una cantidad pacientes y que ocho de cada diez habían tenido problemas cardíacos puede infectar para eso nos asustamos mucho por cien para sin eran cien pacientes como es que para asustarnos y el paciente no aparece mucho y para esperanza nos parecen pocas esperanzas yo tengo también,2020-08-11 18:37:10,2020-08-11 18:37:55
41,C5N,../Data/Audio/C5N/C5N2020-08-11-17-59-23.wav,C5N2020-08-11-17-59-23.wav,2020-08-11 17:59:23,una vez llegar cómodamente a mariano solo yo lo que veo de todo esto es más de la ruso fobia que te asigna iban sagrado y si me parece que estamos más preparado para recibir las noticias de los laboratorios occidentales que son los que nos bombardean permanentemente con policía y no quiero ponerme conecto hacer una vez una versión de pared era el pato donald una cosa sin y no quiero ponerme en compilar hoy pero sí es cierto que estamos muy acostumbrados y formateo a la publicidad tradicional de los laboratorios occidentales que funcionan en la argentina con un gran éxito y y puedo contestar eso,2020-08-11 18:37:55,2020-08-11 18:38:37
42,C5N,../Data/Audio/C5N/C5N2020-08-11-17-59-23.wav,C5N2020-08-11-17-59-23.wav,2020-08-11 17:59:23,simón y juan ambos invierten en acciones simón utiliza y toro para invertir en la gran éxito y puedo contestar eso te gustaría hacer alguna subió en tres por ciento y fue actual en alza el petróleo también te hace muchas variedades no hay consenso como cuando mi no hay grandes centros financieros globales no tiene una relación política en que hoy conecto en domingo,2020-08-11 18:39:28,2020-08-11 18:40:11
